FIPS,County,State,Population,Lat,Long_
13117,Forsyth,Georgia,244252,34.22604035,-84.12315129999998
37067,Forsyth,North Carolina,382295,36.12859861,-80.25459052
48157,Fort Bend,Texas,811688,29.52704478,-95.77219463
38031,Foster,North Dakota,3210,47.4571084,-98.88279923
18045,Fountain,Indiana,16346,40.12361933,-87.24217689
51620,Franklin city,Virginia,7967,36.6831435,-76.93859681
1059,Franklin,Alabama,31362,34.44235334,-87.84289505
5047,Franklin,Arkansas,17715,35.51202821,-93.89299569
12037,Franklin,Florida,12125,29.83791238,-84.82731662
13119,Franklin,Georgia,23349,34.37525597,-83.23159927
16041,Franklin,Idaho,13876,42.18332217,-111.8149666
17055,Franklin,Illinois,38469,37.99189086,-88.92567818
18047,Franklin,Indiana,22758,39.4142482,-85.06062647
19069,Franklin,Iowa,10070,42.73270384,-93.26256925
20059,Franklin,Kansas,25544,38.56443815,-95.28644341
21073,Franklin,Kentucky,50991,38.2379395,-84.87962551
23007,Franklin,Maine,30199,44.97330019,-70.44381045
25011,Franklin,Massachusetts,70180,42.58119713,-72.58602547
28037,Franklin,Mississippi,7713,31.47786634,-90.89672989
29071,Franklin,Missouri,103967,38.41127108,-91.07522826
31061,Franklin,Nebraska,2979,40.17636348,-98.95299073
36033,Franklin,New York,50022,44.59040891,-74.29926032
37069,Franklin,North Carolina,69685,36.081519,-78.28708884
39049,Franklin,Ohio,1316756,39.96995815,-83.01115755
42055,Franklin,Pennsylvania,155027,39.92956518,-77.72157791
47051,Franklin,Tennessee,42208,35.15634626,-86.09201039
48159,Franklin,Texas,10725,33.17653242,-95.21917243
50011,Franklin,Vermont,49402,44.85627605,-72.91249563
51067,Franklin,Virginia,56042,36.99536167,-79.88023649
53021,Franklin,Washington,95222,46.53351425,-118.9018212
22041,Franklin,Louisiana,20015,32.13675181,-91.67589857
24021,Frederick,Maryland,259547,39.47296601,-77.39999394
51069,Frederick,Virginia,89313,39.20172582,-78.25974949
51630,Fredericksburg,Virginia,29036,38.2977863,-77.4922454
27047,Freeborn,Minnesota,30281,43.67385583,-93.34884422
48161,Freestone,Texas,19717,31.70422788,-96.15072516
8043,Fremont,Colorado,47839,38.47362326,-105.4399667
16043,Fremont,Idaho,13099,44.22800938,-111.4809943
19071,Fremont,Iowa,6960,40.74542720000001,-95.60129045
56013,Fremont,Wyoming,39261,43.04183996,-108.6296893
6019,Fresno,California,999101,36.75733899,-119.6466953
48163,Frio,Texas,20306,28.86751206,-99.10804207
31063,Frontier,Nebraska,2627,40.52993007,-100.3924658
5049,Fulton,Arkansas,12477,36.38177105,-91.81729127
13121,Fulton,Georgia,1063937,33.79216944,-84.46319413
17057,Fulton,Illinois,34340,40.47289135,-90.20862357
18049,Fulton,Indiana,19974,41.0469907,-86.26252745
21075,Fulton,Kentucky,5969,36.55238827,-89.20140068
36035,Fulton,New York,53383,43.11363907,-74.41798804
39051,Fulton,Ohio,42126,41.60213491,-84.12571393
42057,Fulton,Pennsylvania,14530,39.92913544,-78.11163677
31065,Furnas,Nebraska,4676,40.17642064,-99.91247454
12039,Gadsden,Florida,45660,30.57796289,-84.61915825
31067,Gage,Nebraska,21513,40.26186809,-96.68946704
48165,Gaines,Texas,21492,32.74055318,-102.6353295
51640,Galax,Virginia,6347,36.66601852,-80.91703124
17059,Gallatin,Illinois,4828,37.76430935,-88.22953869
21077,Gallatin,Kentucky,8869,38.75398691,-84.8558382
30031,Gallatin,Montana,114434,45.54486106,-111.1692571
39053,Gallia,Ohio,29898,38.82708533,-82.31647569
48167,Galveston,Texas,342139,29.40167322,-94.90469073
31069,Garden,Nebraska,1837,41.61703149,-102.3313973
8045,Garfield,Colorado,60061,39.59921777,-107.902708
30033,Garfield,Montana,1258,47.27545948,-107.0002351
31071,Garfield,Nebraska,1969,41.91428955,-98.99111827
40047,Garfield,Oklahoma,61056,36.3791334,-97.78265517
49017,Garfield,Utah,5051,37.7505441,-111.50128159999998
53023,Garfield,Washington,2225,46.43197502,-117.5454032
5051,Garland,Arkansas,99386,34.57692074,-93.14921604
21079,Garrard,Kentucky,17666,37.6388668,-84.53289319
24023,Garrett,Maryland,29014,39.52786077,-79.27355126
40049,Garvin,Oklahoma,27711,34.70418038,-97.30811132
48169,Garza,Texas,6229,33.17969345,-101.2984114
29073,Gasconade,Missouri,14706,38.43947277,-91.50847147
37071,Gaston,North Carolina,224529,35.29373559,-81.17477045
37073,Gates,North Carolina,11562,36.44667547,-76.69749701
20061,Geary,Kansas,31670,38.99871131,-96.7577178
39055,Geauga,Ohio,93649,41.49952319,-81.17935342
16045,Gem,Idaho,18112,44.06482372,-116.398376
26049,Genesee,Michigan,405813,43.02244215,-83.70589709
36037,Genesee,New York,57280,43.0022601,-78.19135193
1061,Geneva,Alabama,26271,31.09389027,-85.83572839
29075,Gentry,Missouri,6571,40.21097916,-94.40944419
28039,George,Mississippi,24500,30.86259065,-88.64436789
45043,Georgetown,South Carolina,62680,33.43443342,-79.33202141
18051,Gibson,Indiana,33659,38.30393723,-87.58054938
47053,Gibson,Tennessee,49133,35.99438059,-88.93358327
4007,Gila,Arizona,54018,33.80190085,-110.8132779
12041,Gilchrist,Florida,18582,29.72856978,-82.79880657
47055,Giles,Tennessee,29464,35.20222469,-87.03992678
51071,Giles,Virginia,16720,37.31234791,-80.70636931
48171,Gillespie,Texas,26988,30.31824095,-98.94676915
41021,Gilliam,Oregon,1912,45.37160076,-120.2048869
13123,Gilmer,Georgia,31369,34.69316688,-84.45802506
54021,Gilmer,West Virginia,7823,38.9251277,-80.85952723
8047,Gilpin,Colorado,6243,39.85646523,-105.5252597
30035,Glacier,Montana,13753,48.70513576,-112.9934235
12043,Glades,Florida,13811,26.95635849,-81.18996211
26051,Gladwin,Michigan,25449,43.98901072,-84.38774817
13125,Glascock,Georgia,2971,33.22879932,-82.61297636
48173,Glasscock,Texas,1409,31.86942909,-101.5207776
6021,Glenn,California,28393,39.59875897,-122.3938452
34015,Gloucester,New Jersey,291636,39.71581067,-75.13995546
51073,Gloucester,Virginia,37348,37.40809042,-76.53524337
13127,Glynn,Georgia,85292,31.23279254,-81.53811412
26053,Gogebic,Michigan,13975,46.40862701,-89.69377193
30037,Golden Valley,Montana,821,46.3816474,-109.1768522
38033,Golden Valley,North Dakota,1761,46.94022281,-103.8465421
48175,Goliad,Texas,7658,28.65696592,-97.42760647
48177,Gonzales,Texas,20837,29.45634206,-97.49424032
51075,Goochland,Virginia,23753,37.71714806,-77.90381514
27049,Goodhue,Minnesota,46340,44.40849741,-92.7234195
16047,Gooding,Idaho,15179,42.96927962,-114.8108306
13129,Gordon,Georgia,57963,34.50487351,-84.87296253
56015,Goshen,Wyoming,13211,42.08798185,-104.3534743
31073,Gosper,Nebraska,1990,40.51481965,-99.83020279
20063,Gove,Kansas,2636,38.91588178,-100.4829321
13131,Grady,Georgia,24633,30.87454847,-84.23418364
40051,Grady,Oklahoma,55834,35.0167709,-97.88339847
33009,Grafton,New Hampshire,89886,43.93779815,-71.82057197
4009,Graham,Arizona,38837,32.93166885,-109.8882178
20065,Graham,Kansas,2482,39.34987223,-99.88332493
37075,Graham,North Carolina,8441,35.3506925,-83.83369267
47057,Grainger,Tennessee,23320,36.27469206,-83.51254721
8049,Grand,Colorado,15734,40.10603347,-106.1178042
49019,Grand,Utah,9754,38.8755341,-109.50123149999999
38035,Grand Forks,North Dakota,69451,47.92093639,-97.45450447
50013,Grand Isle,Vermont,7235,44.7975824,-73.29679772
26055,Grand Traverse,Michigan,93088,44.69565625,-85.55585247
30039,Granite,Montana,3379,46.40605220000001,-113.4414186
5053,Grant,Arkansas,18265,34.29017991,-92.42320562
18053,Grant,Indiana,65769,40.51587228,-85.65468702
20067,Grant,Kansas,7150,37.56227336,-101.3079758
21081,Grant,Kentucky,25069,38.64962758,-84.62415957
27051,Grant,Minnesota,5972,45.93424769,-96.01139609
31075,Grant,Nebraska,623,41.91528587,-101.740701
35017,Grant,New Mexico,26998,32.73911281,-108.3827845
38037,Grant,North Dakota,2274,46.35821257,-101.6390013
40053,Grant,Oklahoma,4333,36.796297,-97.78638765
41023,Grant,Oregon,7199,44.49024544,-119.0068631
46051,Grant,South Dakota,7052,45.1723937,-96.77002276
53025,Grant,Washington,97733,47.20753737,-119.4500749
54023,Grant,West Virginia,11568,39.10314817,-79.19440518
55043,Grant,Wisconsin,51439,42.8671731,-90.7063218
22043,Grant,Louisiana,22389,31.59882456,-92.56124347
37077,Granville,North Carolina,60443,36.30337451,-78.65184241
26057,Gratiot,Michigan,40711,43.29265605,-84.60505416
21083,Graves,Kentucky,37266,36.72292505,-88.65143315
20069,Gray,Kansas,5988,37.73836671,-100.4369088
48179,Gray,Texas,21886,35.40081878,-100.8129222
53027,Grays Harbor,Washington,75061,47.14003705,-123.7820567
21085,Grayson,Kentucky,26427,37.46231118,-86.34248968
48181,Grayson,Texas,136212,33.62744998,-96.67753461
51077,Grayson,Virginia,15550,36.65677234,-81.23215889
20071,Greeley,Kansas,1232,38.4808095,-101.8061079
31077,Greeley,Nebraska,2356,41.56742671,-98.52150266
54025,Greenbrier,West Virginia,34662,37.9463652,-80.45335881
21087,Green,Kentucky,10941,37.26484328,-85.5540745
55045,Green,Wisconsin,36960,42.6794956,-89.60243287
1063,Greene,Alabama,8111,32.85504247,-87.95684022
5055,Greene,Arkansas,45325,36.11735460000001,-90.55832668
13133,Greene,Georgia,18324,33.5769205,-83.17139104
17061,Greene,Illinois,12969,39.35907414,-90.388865
18055,Greene,Indiana,31922,39.03630547,-86.96223202
19073,Greene,Iowa,8888,42.03614551,-94.39658081
28041,Greene,Mississippi,13586,31.21444233,-88.63922281
29077,Greene,Missouri,293086,37.2575872,-93.34230916
36039,Greene,New York,47188,42.275797,-74.12384884
37079,Greene,North Carolina,21069,35.48544173,-77.67578087
39057,Greene,Ohio,168937,39.69116283,-83.89032084
42059,Greene,Pennsylvania,36233,39.85746531,-80.22357106
47059,Greene,Tennessee,69069,36.17470125,-82.84691273
51079,Greene,Virginia,19819,38.29545894,-78.46525378
55047,Green Lake,Wisconsin,18913,43.80025981,-89.04679553
4011,Greenlee,Arizona,9498,33.21498827,-109.2405279
51081,Greensville,Virginia,11336,36.67878901,-77.56351439
21089,Greenup,Kentucky,35098,38.54332505,-82.9215658
45045,Greenville,South Carolina,523542,34.89502264,-82.37295012
20073,Greenwood,Kansas,5982,37.8774388,-96.23250453
45047,Greenwood,South Carolina,70811,34.15272415,-82.12715789
40055,Greer,Oklahoma,5712,34.93535801,-99.5605612
48183,Gregg,Texas,123945,32.47940482,-94.81591935
46053,Gregory,South Dakota,4185,43.19419064,-99.18883902
28043,Grenada,Mississippi,20758,33.77036166,-89.80245083
38039,Griggs,North Dakota,2231,47.45785838,-98.23850925
48185,Grimes,Texas,28880,30.54579585,-95.98902499
17063,Grundy,Illinois,51054,41.28569601,-88.41905692
19075,Grundy,Iowa,12232,42.40183723,-92.78829551
29079,Grundy,Missouri,9850,40.11406587,-93.56509276
47061,Grundy,Tennessee,13427,35.38433717,-85.72142731
35019,Guadalupe,New Mexico,4300,34.86319296,-104.790669
48187,Guadalupe,Texas,166847,29.58165339,-97.94786822
39059,Guernsey,Ohio,38875,40.05026529,-81.49248905
37081,Guilford,North Carolina,537174,36.07959451,-79.78824948
12045,Gulf,Florida,13639,29.93543004,-85.24270990000002
8051,Gunnison,Colorado,17462,38.66611652,-107.0320729
19077,Guthrie,Iowa,10689,41.68378965,-94.50111014
13135,Gwinnett,Georgia,936250,33.96044201,-84.02137802
46055,Haakon,South Dakota,1899,44.29299053,-101.539099
13137,Habersham,Georgia,45328,34.63331566,-83.53094677
2100,Haines,Alaska,2530,59.09893571,-135.4679843
1065,Hale,Alabama,14651,32.76039258,-87.63284988
48189,Hale,Texas,33406,34.07044901,-101.8268114
37083,Halifax,North Carolina,50010,36.25669272,-77.6556109
51083,Halifax,Virginia,33911,36.76654925,-78.93512622
13139,Hall,Georgia,204441,34.32207823,-83.81896936
31079,Hall,Nebraska,61353,40.87257079,-98.50218293
48191,Hall,Texas,2964,34.5307555,-100.6813852
47063,Hamblen,Tennessee,64934,36.21990035,-83.26586179
12047,Hamilton,Florida,14428,30.49673973,-82.94998918
17065,Hamilton,Illinois,8116,38.08163641,-88.53883373
18057,Hamilton,Indiana,338011,40.07306535,-86.05244729
19079,Hamilton,Iowa,14773,42.38382428,-93.70197703
20075,Hamilton,Kansas,2539,37.99978709,-101.7921066
31081,Hamilton,Nebraska,9324,40.87349452,-98.02099117
36041,Hamilton,New York,4416,43.66146647,-74.49721957
39061,Hamilton,Ohio,817473,39.19673558,-84.54502924
47065,Hamilton,Tennessee,367804,35.17670231,-85.16652245
48193,Hamilton,Texas,8461,31.70470573,-98.11083887
46057,Hamlin,South Dakota,6164,44.67385954,-97.18829593
25013,Hampden,Massachusetts,466372,42.13440424,-72.63235561
25015,Hampshire,Massachusetts,160830,42.33997957,-72.65898478
54027,Hampshire,West Virginia,23175,39.32103553,-78.60826476
51650,Hampton,Virginia,134510,37.03513786,-76.35879121
45049,Hampton,South Carolina,19222,32.77419582,-81.13845571
13141,Hancock,Georgia,8457,33.2721566,-82.99766919
17067,Hancock,Illinois,17708,40.40423981,-91.16313899
18059,Hancock,Indiana,78168,39.82304555,-85.77566351
19081,Hancock,Iowa,10630,43.08178477,-93.73454884
21091,Hancock,Kentucky,8722,37.83766422,-86.78280584
23009,Hancock,Maine,54987,44.59816444,-68.38401854
28045,Hancock,Mississippi,47632,30.41830223,-89.48851033
39063,Hancock,Ohio,75783,41.00250487,-83.66838948
47067,Hancock,Tennessee,6620,36.52692871,-83.22375847
54029,Hancock,West Virginia,28810,40.51943859,-80.57461608
46059,Hand,South Dakota,3191,44.54708407,-99.00386459
51085,Hanover,Virginia,107766,37.7583355,-77.49464673
48195,Hansford,Texas,5399,36.27743284,-101.3545796
46061,Hanson,South Dakota,3453,43.6746384,-97.78715148
13143,Haralson,Georgia,29792,33.79602175,-85.21005667
12049,Hardee,Florida,26937,27.49293939,-81.80956574
47069,Hardeman,Tennessee,25050,35.20772017,-88.99161161
48197,Hardeman,Texas,3933,34.28944521,-99.74632408
17069,Hardin,Illinois,3821,37.51810645,-88.26873022
19083,Hardin,Iowa,16846,42.38353877,-93.23654611
21093,Hardin,Kentucky,110958,37.6976111,-85.96319251
39065,Hardin,Ohio,31365,40.66015414,-83.65929931
47071,Hardin,Tennessee,25652,35.19732531,-88.18593755
48199,Hardin,Texas,57602,30.33364686,-94.38931817
35021,Harding,New Mexico,625,35.85751555,-103.8220938
46063,Harding,South Dakota,1298,45.58015551,-103.4958629
54031,Hardy,West Virginia,13776,39.00683177,-78.85855301
24025,Harford,Maryland,255441,39.55010644,-76.30775940000002
21095,Harlan,Kentucky,26010,36.85699301,-83.21899516
31083,Harlan,Nebraska,3380,40.17658508,-99.40438879
40057,Harmon,Oklahoma,2653,34.7440135,-99.84741652
37085,Harnett,North Carolina,135976,35.36731853,-78.87243571
41025,Harney,Oregon,7393,43.06422669,-118.9666306
20077,Harper,Kansas,5436,37.19175361,-98.07578384
40059,Harper,Oklahoma,3688,36.78836519,-99.6679804
13145,Harris,Georgia,35236,32.73709786,-84.90538572
48201,Harris,Texas,4713325,29.85864939,-95.39339521
51660,Harrisonburg,Virginia,53016,38.43542574,-78.87536254
18061,Harrison,Indiana,40515,38.19467379,-86.10948271
19085,Harrison,Iowa,14049,41.68330137,-95.81558439
21097,Harrison,Kentucky,18886,38.44188174,-84.32869741
28047,Harrison,Mississippi,208080,30.51359752,-89.12467576
29081,Harrison,Missouri,8352,40.35570088,-93.99222144
39067,Harrison,Ohio,15040,40.29380509,-81.09068544
48203,Harrison,Texas,66553,32.54935988,-94.36934071
54033,Harrison,West Virginia,67256,39.2853852,-80.37919577
13147,Hart,Georgia,26205,34.34626973,-82.96567682
21099,Hart,Kentucky,19035,37.29943898,-85.88461055
9003,Hartford,Connecticut,891720,41.80283011,-72.73103891
48205,Hartley,Texas,5576,35.84008013,-102.6029022
20079,Harvey,Kansas,34429,38.04293782,-97.42747573
20081,Haskell,Kansas,3968,37.5620394,-100.8710738
40061,Haskell,Oklahoma,12627,35.22257600000001,-95.11513306
48207,Haskell,Texas,5658,33.17823584,-99.73037358
15001,Hawaii,Hawaii,201513,19.60121157,-155.5210167
47073,Hawkins,Tennessee,56786,36.44355426,-82.94885298
31085,Hayes,Nebraska,922,40.52451972,-101.0603568
48209,Hays,Texas,230191,30.05669873,-98.02944344
37087,Haywood,North Carolina,62317,35.55269063,-82.98196486
47075,Haywood,Tennessee,17304,35.58332824,-89.28536625
13149,Heard,Georgia,11923,33.29686567,-85.12886832
48211,Hemphill,Texas,3819,35.83764858,-100.2703577
5057,Hempstead,Arkansas,21532,33.73325583,-93.66935133
17071,Henderson,Illinois,6646,40.81908672,-90.92491462
21101,Henderson,Kentucky,45210,37.79344553,-87.57392021
37089,Henderson,North Carolina,117417,35.33788927,-82.4766782
47077,Henderson,Tennessee,28117,35.65581134,-88.38600175
48213,Henderson,Texas,82737,32.21128872,-95.85846587
18063,Hendricks,Indiana,170311,39.76719009,-86.51037283
12051,Hendry,Florida,42022,26.55386945,-81.16469006
27053,Hennepin,Minnesota,1265843,45.00761521,-93.47694895
51087,Henrico,Virginia,330818,37.53460572,-77.39326555
1067,Henry,Alabama,17205,31.51148016,-85.24267944
13151,Henry,Georgia,234561,33.4533428,-84.14814659999998
17073,Henry,Illinois,48913,41.3533994,-90.13296166
18065,Henry,Indiana,47972,39.93029017,-85.39625719
19087,Henry,Iowa,19954,40.98767962,-91.54436349
21103,Henry,Kentucky,16126,38.44942688,-85.11587507
29083,Henry,Missouri,21824,38.38482826,-93.79293734
39069,Henry,Ohio,27006,41.3339642,-84.06830637
47079,Henry,Tennessee,32345,36.33160906,-88.30121797
51089,Henry,Virginia,50557,36.68542395,-79.87634026
36043,Herkimer,New York,61319,43.42034246,-74.96145307
12053,Hernando,Florida,193920,28.55364461,-82.42700204
37091,Hertford,North Carolina,23677,36.3607755,-76.98104134
38041,Hettinger,North Dakota,2499,46.43375068,-102.4632417
21105,Hickman,Kentucky,4380,36.67948079999999,-88.97875928
47081,Hickman,Tennessee,25178,35.80609681,-87.47643507
29085,Hickory,Missouri,9544,37.94163617,-93.3203037
35023,Hidalgo,New Mexico,4198,31.91383467,-108.7151824
48215,Hidalgo,Texas,868707,26.39418217,-98.18299696
39071,Highland,Ohio,43161,39.1839264,-83.60331456
51091,Highland,Virginia,2190,38.35799465,-79.56124594
12055,Highlands,Florida,106221,27.34254618,-81.34071957
30041,Hill,Montana,16484,48.62879827,-110.1129252
48217,Hill,Texas,36649,31.99045053,-97.13423143
12057,Hillsborough,Florida,1471968,27.9276559,-82.32013172
33011,Hillsborough,New Hampshire,417025,42.91537785,-71.7200253
26059,Hillsdale,Michigan,45605,41.88753639,-84.59312019
28049,Hinds,Mississippi,231840,32.2656285,-90.44435448
8053,Hinsdale,Colorado,820,37.82247444,-107.3004345
31087,Hitchcock,Nebraska,2762,40.17609175,-101.0416477
39073,Hocking,Ohio,28264,39.49537927,-82.47991446
48219,Hockley,Texas,23021,33.60771256,-102.3431676
20083,Hodgeman,Kansas,1794,38.08780079,-99.89829881
37093,Hoke,North Carolina,55234,35.01888303,-79.23651674
12059,Holmes,Florida,19617,30.86747479,-85.81319222
28051,Holmes,Mississippi,17010,33.12345854,-90.08923538
39075,Holmes,Ohio,43960,40.56163713,-81.92635677
29087,Holt,Missouri,4403,40.09799248,-95.2163888
31089,Holt,Nebraska,10067,42.45522056,-98.78402558
15003,Honolulu,Hawaii,974563,21.45803166,-157.97121819999995
48221,Hood,Texas,61643,32.42990927,-97.83242024
41027,Hood River,Oregon,23382,45.51872811,-121.65520359999998
31091,Hooker,Nebraska,682,41.91586243,-101.1354293
02232,Hoonah-Angoon,Alaska,2148,57.948069,-134.94153
51670,Hopewell,Virginia,22529,37.29186313,-77.29754684
21107,Hopkins,Kentucky,44686,37.30939025,-87.54670406
48223,Hopkins,Texas,37084,33.14875072,-95.56351139
45051,Horry,South Carolina,354081,33.9212828,-78.99555293
5059,Hot Spring,Arkansas,33771,34.31709259,-92.95396325
56017,Hot Springs,Wyoming,4413,43.71930657,-108.4423174
26061,Houghton,Michigan,35684,46.89988536,-88.68495385
1069,Houston,Alabama,105882,31.15197924,-85.29939599
13153,Houston,Georgia,157863,32.45802497,-83.66879087
27055,Houston,Minnesota,18600,43.67129565,-91.49143057
47083,Houston,Tennessee,8201,36.28872054,-87.71878828
48225,Houston,Texas,22968,31.31925973,-95.42226208
5061,Howard,Arkansas,13202,34.09007427,-93.9934871
18067,Howard,Indiana,82544,40.48527731,-86.11351892
19089,Howard,Iowa,9158,43.35671042,-92.31702714
24027,Howard,Maryland,325690,39.25305293,-76.93126208
29089,Howard,Missouri,10001,39.1435761,-92.69756691
31093,Howard,Nebraska,6445,41.2200529,-98.5166499
48227,Howard,Texas,36664,32.30621324,-101.4356444
29091,Howell,Missouri,40117,36.77383887,-91.88683935
27057,Hubbard,Minnesota,21491,47.10778564,-94.91693868
34017,Hudson,New Jersey,672391,40.73766234,-74.07515667
48229,Hudspeth,Texas,4886,31.45628381,-105.388178
8055,Huerfano,Colorado,6897,37.68473101,-104.9612585
40063,Hughes,Oklahoma,13279,35.04912569,-96.24921145
46065,Hughes,South Dakota,17526,44.39091534,-99.99661148
6023,Humboldt,California,135558,40.69923009,-123.876044
19091,Humboldt,Iowa,9558,42.7764426,-94.20722537
32013,Humboldt,Nevada,16831,41.40692186,-118.1109427
28053,Humphreys,Mississippi,8064,33.12825718,-90.52252707
47085,Humphreys,Tennessee,18582,36.03958805,-87.77992872
48231,Hunt,Texas,98594,33.12351514,-96.08551032
34019,Hunterdon,New Jersey,124371,40.56335249,-74.91284156
42061,Huntingdon,Pennsylvania,45144,40.42162652,-77.97673273
18069,Huntington,Indiana,36520,40.82907273,-85.48822092
26063,Huron,Michigan,30981,43.83353985,-83.04078453
39077,Huron,Ohio,58266,41.14651175,-82.59867951
46067,Hutchinson,South Dakota,7291,43.33449012,-97.75536441
48233,Hutchinson,Texas,20938,35.84006574,-101.3546643
37095,Hyde,North Carolina,4937,35.42017674,-76.15180542
46069,Hyde,South Dakota,1301,44.54747703,-99.48572582
22045,Iberia,Louisiana,69830,29.86803617,-91.75871777
22047,Iberville,Louisiana,32511,30.25734305,-91.3499598
19093,Ida,Iowa,6860,42.38696136,-95.51355387
16049,Idaho,Idaho,16667,45.84721541,-115.4634436
6025,Imperial,California,181215,33.0393082,-115.3669042
5063,Independence,Arkansas,37825,35.74242707,-91.57001641
42063,Indiana,Pennsylvania,84073,40.65241041,-79.08963285
12061,Indian River,Florida,159923,27.69308961,-80.60556721
26065,Ingham,Michigan,292406,42.59716886,-84.37472069
6027,Inyo,California,18039,36.51112084,-117.41119779999998
26067,Ionia,Michigan,64697,42.94502238,-85.07413319
26069,Iosco,Michigan,25127,44.35486835,-83.63484895
19095,Iowa,Iowa,16184,41.68630265,-92.0643373
55049,Iowa,Wisconsin,23678,43.00050278,-90.13469017
37097,Iredell,North Carolina,181806,35.80950511,-80.8743128
48235,Irion,Texas,1536,31.30375559,-100.982439
26071,Iron,Michigan,11066,46.20974132,-88.53136251
29093,Iron,Missouri,10125,37.55487945,-90.7735296
49021,Iron,Utah,54839,37.7505315,-113.12633989999999
55051,Iron,Wisconsin,5687,46.26302338,-90.24295041
17075,Iroquois,Illinois,27114,40.74717633,-87.82466784
13155,Irwin,Georgia,9416,31.60213036,-83.27501387
26073,Isabella,Michigan,69872,43.64060976,-84.84664923
27059,Isanti,Minnesota,40596,45.56181234,-93.29487636
53029,Island,Washington,85141,48.14713305,-122.5216407
51093,Isle of Wight,Virginia,37109,36.90579348,-76.70842863
28055,Issaquena,Mississippi,1327,32.72531359,-90.97392828
27061,Itasca,Minnesota,45130,47.51009045,-93.63092229
28057,Itawamba,Mississippi,23390,34.27993475,-88.3606733
5065,Izard,Arkansas,13629,36.09604046,-91.90847954
48237,Jack,Texas,8935,33.23377248,-98.17283469
1071,Jackson,Alabama,51626,34.78144169,-85.99750489
5067,Jackson,Arkansas,16719,35.59802983,-91.21494602
8057,Jackson,Colorado,1392,40.66593870000001,-106.3408905
12063,Jackson,Florida,46414,30.7954597,-85.21500423
13157,Jackson,Georgia,72977,34.13794553,-83.56814788
17077,Jackson,Illinois,56750,37.78595185,-89.38232563
18071,Jackson,Indiana,44231,38.90915820000001,-86.03851889
19097,Jackson,Iowa,19439,42.17178824,-90.57354837
20085,Jackson,Kansas,13171,39.41673394,-95.79356799
21109,Jackson,Kentucky,13329,37.41866422,-83.99825483
26075,Jackson,Michigan,158510,42.24807035,-84.42258681
27063,Jackson,Minnesota,9846,43.67423373,-95.15398258
28059,Jackson,Mississippi,143617,30.54020656,-88.64184064
29095,Jackson,Missouri,703011,39.01002188,-94.34724536
37099,Jackson,North Carolina,43938,35.28814273,-83.14093385
39079,Jackson,Ohio,32413,39.01914254,-82.61818559999998
40065,Jackson,Oklahoma,24530,34.58781741,-99.41138784
41029,Jackson,Oregon,220944,42.43201126,-122.7289309
46071,Jackson,South Dakota,3344,43.69318385,-101.6255063
47087,Jackson,Tennessee,11786,36.36380466,-85.67239905
48239,Jackson,Texas,14760,28.95472367,-96.57749563
54035,Jackson,West Virginia,28576,38.84263974,-81.68148753
55053,Jackson,Wisconsin,20643,44.31864893,-90.80566792
22049,Jackson,Louisiana,15744,32.30251776,-92.55692092
51095,James City,Virginia,76523,37.31156958,-76.76950618
13159,Jasper,Georgia,14219,33.31535543,-83.68844964
17079,Jasper,Illinois,9610,39.01054275,-88.15437049
18073,Jasper,Indiana,33562,41.02078733,-87.11553319
19099,Jasper,Iowa,37185,41.68576082,-93.05567785
28061,Jasper,Mississippi,16383,32.01922104,-89.11786866
29097,Jasper,Missouri,121328,37.20351921,-94.34050458
45053,Jasper,South Carolina,30073,32.43171982,-81.02487495
48241,Jasper,Texas,35529,30.74685667,-94.02667579
18075,Jay,Indiana,20436,40.43781032,-85.00576229
13161,Jeff Davis,Georgia,15115,31.80405727,-82.63724870000001
48243,Jeff Davis,Texas,2274,30.71490589,-104.1399973
1073,Jefferson,Alabama,658573,33.55554728,-86.89506300000002
5069,Jefferson,Arkansas,66824,34.26767081,-91.92619839
8059,Jefferson,Colorado,582881,39.58635604,-105.2517692
12065,Jefferson,Florida,14246,30.43669112,-83.89442308
13163,Jefferson,Georgia,15362,33.05867328,-82.41609057
16051,Jefferson,Idaho,29871,43.82078483,-112.3131749
17081,Jefferson,Illinois,37684,38.29980057,-88.9240025
18077,Jefferson,Indiana,32308,38.78576239,-85.43633383
19101,Jefferson,Iowa,18295,41.03192394,-91.94849466
20087,Jefferson,Kansas,19043,39.2347941,-95.38289232
21111,Jefferson,Kentucky,766757,38.18664655,-85.65931031
28063,Jefferson,Mississippi,6990,31.73397872,-91.03764977
29099,Jefferson,Missouri,225081,38.25926778,-90.53870896
30043,Jefferson,Montana,12221,46.14907081,-112.094396
31095,Jefferson,Nebraska,7046,40.17584531,-97.142601
36045,Jefferson,New York,109834,44.04200959,-75.94653457
39081,Jefferson,Ohio,65325,40.38614126,-80.76259514
40067,Jefferson,Oklahoma,6002,34.11130184,-97.83182974
41031,Jefferson,Oregon,24658,44.62806839,-121.17832
42065,Jefferson,Pennsylvania,43425,41.12913106,-78.9986361
47089,Jefferson,Tennessee,54495,36.04818632,-83.45148924
48245,Jefferson,Texas,251565,29.8832777,-94.16434171
53031,Jefferson,Washington,32221,47.75003077,-123.56097040000002
54037,Jefferson,West Virginia,57146,39.30776166,-77.86014147
55055,Jefferson,Wisconsin,84769,43.02054068,-88.77529134
28065,Jefferson Davis,Mississippi,11128,31.56884708,-89.82670990000004
